term,curie,acc,name,description,is_obsolete,replacement,replacement_acc
http://purl.obolibrary.org/obo/PATO_0002218,PATO:0002218,PATO:0002218,demyelinated,A quality inhering in a bearer by virtue of the bearer's loss of myelin sheath.,,,
http://purl.obolibrary.org/obo/PATO_0000220,PATO:0000220,PATO:0000220,obsolete regeneration,,true,,
http://purl.obolibrary.org/obo/PATO_0001124,PATO:0001124,PATO:0001124,obsolete pressure value,,true,,
http://purl.obolibrary.org/obo/PATO_0002028,PATO:0002028,PATO:0002028,decreased osmolality,An osmolality which is relatively low.,,,
http://purl.obolibrary.org/obo/PATO_0000030,PATO:0000030,PATO:0000030,obsolete enzyme composition,,true,,
http://purl.obolibrary.org/obo/PATO_0045016,PATO:0045016,PATO:0045016,normal elasticity,An elasticity which is relatively normal or average.,,,
http://purl.obolibrary.org/obo/PATO_0000962,PATO:0000962,PATO:0000962,obsolete absolute opacity value,,true,,
http://purl.obolibrary.org/obo/PATO_0001866,PATO:0001866,PATO:0001866,prolate,A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a polar diameter longer than its equatorial diameter.,,,
http://purl.obolibrary.org/obo/PATO_0000772,PATO:0000772,PATO:0000772,indifference,A preference quality in a bearer by virtue of the bearer's having no preference to a perceived stimulus.,,,
http://purl.obolibrary.org/obo/PATO_0001676,PATO:0001676,PATO:0001676,increased efficiency,An efficiency which is relatively high.,,,
http://purl.obolibrary.org/obo/PATO_0000582,PATO:0000582,PATO:0000582,increased weight,A weight which is relatively high.,,,
http://purl.obolibrary.org/obo/PATO_0001486,PATO:0001486,PATO:0001486,chronological age,An age quality that exists by virtue of the time (years and months) that the bearer has existed.,,,
http://purl.obolibrary.org/obo/PATO_0002630,PATO:0002630,PATO:0002630,episodic,An occurrence quality inhering in a bearer by virtue of the bearer's having a course that occurs occasionally.,,,
http://purl.obolibrary.org/obo/PATO_0000392,PATO:0000392,PATO:0000392,obsolete limited,,true,,
http://purl.obolibrary.org/obo/PATO_0001296,PATO:0001296,PATO:0001296,luminous flux,A scalar optical quality which obtains by the magnitude of the light emitted by the bearer.,,,
http://purl.obolibrary.org/obo/PATO_0002440,PATO:0002440,PATO:0002440,ornamentation,"A surface feature shape quality inhering in a bearer by virtue of the degree of the bearer's highly topographical with ridges, pits, rugosity or other surface structures.",,,
http://purl.obolibrary.org/obo/PATO_0002250,PATO:0002250,PATO:0002250,increased pigmentation,A degree of pigmentation quality that is relatively high.,,,
http://purl.obolibrary.org/obo/PATO_0002060,PATO:0002060,PATO:0002060,absorption wavelength,The specific wavelength of radiation that can be retained by a bearer.,,,
